,ENTIDAD,NOM_ENT,POBTOT,POBFEM,POBMAS,P_0A2,P_3A5,P_6A11,P_12A14,P_15A17,POB15_64,P_60YMAS,PNACOE,PNACOE_F,PRESOE15,PCON_DISC,P15YM_AN,PE_INAC,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PSINDER,PDER_IMSS,PDER_SEGP,PAFIL_IPRIV,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,POBHOG,PHOGJEF_F,VIVTOT,PROM_OCUP,PRO_OCUP_C,VPH_1DOR,VPH_C_ELEC,VPH_AGUADV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_DRENAJ,VPH_REFRI,VPH_LAVAD,VPH_BICI,VPH_TV,VPH_PC,VPH_CEL,VPH_INTER,VPH_SPMVPI
314518,8,Chihuahua,4775,2356,2419,214,225,458,240,213,2835,1055,119,70,35,340,173,1768,2004,587,1417,94,552,555,3412,17,3893,614,0,253,1662,423,4768,1015,2914,2.87,0.71,416,1630,1641,1517,51,1608,1615,1598,1463,272,1512,259,1471,305,69
314864,9,Ciudad de México,432205,227255,204950,11784,14191,28721,15670,16351,306611,78650,79365,44454,20545,24000,3675,137554,232719,107939,124780,6350,90370,238847,34369,10983,335663,29623,2171,63846,134168,54550,431347,164470,149381,3.21,0.77,37763,133798,133597,107591,84062,133572,133748,128896,115721,33588,130067,86856,123961,105899,50965
318238,9,Ciudad de México,614447,325337,289110,14791,18061,37477,20998,22618,432544,126592,110671,63258,20232,34446,5765,202374,331549,156658,174891,8978,160961,273066,50485,36751,463550,39559,2881,106925,191517,80509,612130,239563,208024,3.2,0.7,46621,191126,191053,154811,114453,190834,190986,184255,167211,36902,184451,133587,179280,157908,80413
323211,9,Ciudad de México,217686,113537,104149,8030,9524,18323,9430,9868,155503,25803,32842,19039,7892,7684,2575,61443,117358,53727,63631,2150,52803,88466,27886,34990,174811,10285,5082,26667,60436,20081,217606,66710,65831,3.6,0.81,17170,60308,60038,52313,23965,59992,60144,55643,51099,5061,58499,37693,56543,46389,24817
324328,9,Ciudad de México,1173351,609477,563874,35261,42615,87446,47023,49290,819397,203469,217362,119942,39009,68712,14594,387814,603239,268962,334277,14945,300902,555494,146273,20306,901136,90812,4796,174901,340155,135255,1162914,435095,370297,3.42,0.83,104435,339504,338900,290036,174056,338954,339341,318061,276870,66256,327503,185635,306796,246278,95131
333325,9,Ciudad de México,404695,212343,192352,11527,13523,28783,15479,16184,286131,70907,67280,37862,15108,24447,3880,125126,219405,100900,118505,5510,110116,183462,43288,8563,307375,32436,1938,62204,117720,48329,403805,158017,130175,3.43,0.82,31878,117396,117352,99351,81344,117282,117387,111714,97981,26960,114018,72374,108707,91039,40298
336360,9,Ciudad de México,1835486,947835,887651,57907,69475,157037,82416,84797,1293944,262064,358708,195863,42706,104424,26774,563273,963957,424408,539549,20834,594796,682711,302911,25250,1384540,154092,6142,288659,504365,193029,1820809,655998,537596,3.61,0.92,153423,503261,502275,421102,324283,502598,503213,462790,397599,111361,484383,247057,455216,349103,116462
351932,9,Ciudad de México,247622,129335,118287,7221,8941,20269,10947,11154,174135,38073,36380,21033,4421,13859,3733,77368,129358,58826,70532,3540,68100,105988,32890,13685,199259,13065,1168,33374,68089,25480,246785,85142,71545,3.62,0.87,20505,67911,67184,57729,16832,67672,67748,62927,56903,5764,65741,37699,62286,50653,21456
353435,9,Ciudad de México,152685,78314,74371,5824,6993,15473,8021,8082,105619,16437,22536,11892,2555,7725,3219,40847,82107,35732,46375,1185,46029,24320,54316,1403,117841,10820,243,23565,39100,12570,152682,45281,44823,3.9,1.03,14070,38879,34923,33923,8564,37866,38425,31136,26378,5670,36675,13896,33845,19798,4273
354509,9,Ciudad de México,759137,398130,361007,21213,26306,57710,30823,32011,538449,122319,123681,70912,20301,38175,9756,228035,413437,190870,222567,9424,187340,352431,93765,55644,608016,41833,2767,103417,219354,85169,757117,274884,236129,3.45,0.81,65965,218704,218344,178184,69664,218349,218480,206829,187834,20336,211976,134949,203151,169135,83063
360083,9,Ciudad de México,392313,202123,190190,13208,16140,35930,18773,19240,278514,46196,67284,36620,8946,20931,5149,119860,202179,87393,114786,4323,106993,131981,93614,4383,297513,33237,923,60125,106935,38489,391967,131028,118983,3.67,0.93,30713,106424,104372,89039,48693,105859,106400,96869,82512,38434,101918,50871,96419,71996,22015
363443,9,Ciudad de México,699928,365051,334877,18861,24591,56050,29650,30781,496189,108894,136812,75592,21648,35488,9140,213329,377072,172419,204653,8301,201070,252854,107124,37091,531983,52851,2478,111218,202318,76992,695308,244064,224761,3.44,0.81,59505,201635,193535,173366,137695,200615,201251,185793,167823,21993,194433,120475,188352,151857,69538
368725,9,Ciudad de México,442178,226726,215452,13749,17019,38097,20184,20595,312227,60987,75178,40754,8103,23115,6889,136753,230216,101116,129100,5568,137441,132703,82554,9270,343974,32610,1297,63640,117113,42959,438038,151131,131035,3.74,0.91,36043,116707,107134,96022,46479,114815,116144,104644,88997,33091,111686,58591,106703,77848,26763
371772,9,Ciudad de México,434153,232032,202121,9319,11006,20403,10515,10787,321279,87344,88103,49827,26615,18216,1350,115666,271246,132702,138544,5673,87197,226913,11883,70998,305323,24493,4132,99203,176053,77537,432259,175739,199993,2.46,0.56,54239,175762,175745,160719,158802,175671,175751,173596,157519,36766,169785,149689,170360,161786,112039
374217,9,Ciudad de México,545884,284933,260951,14525,17113,33719,18112,18325,398058,93809,110598,60987,28254,29124,4392,141674,330179,156252,173927,7185,153800,245466,44875,34084,378996,40236,5277,119709,196466,88721,540976,239584,227906,2.75,0.72,57443,195726,195626,170762,166899,195410,195673,187837,163848,47753,186150,130963,183557,157682,87040
377225,9,Ciudad de México,414470,219003,195467,11182,13447,24846,13020,13093,295866,71111,81931,46969,27251,17769,2598,113569,239665,114411,125254,4833,79709,195090,22295,71102,300662,24676,11228,70497,146762,60195,412529,158162,168191,2.81,0.66,44992,144483,144419,119499,102876,144260,144398,140796,128315,31432,139522,109631,137103,124777,77955
380060,9,Ciudad de México,443704,233586,210118,12749,15997,32442,16893,17632,310974,78964,70332,39706,15100,25474,3955,133894,241783,111624,130159,5689,125162,191753,55296,9657,337374,37618,2722,64898,135768,58500,443120,183183,151569,3.26,0.82,38688,135248,135223,124351,106798,135077,135217,128325,112817,28982,131104,79437,124244,102008,44934
383805,10,Durango,31454,15803,15651,1556,1692,3485,1636,1609,19742,4589,1381,721,541,2178,593,11586,12873,4289,8584,196,8386,7394,11498,119,28788,1366,*,962,8728,2773,31032,9098,11723,3.56,0.83,2094,8495,8611,7889,949,7979,8181,8016,6751,4141,8106,2159,7663,1933,511
384293,10,Durango,4321,2111,2210,271,344,565,256,239,2571,429,544,266,32,241,298,1932,1140,156,984,58,777,159,2761,46,3425,407,0,480,1159,558,4293,2093,1684,3.7,1,355,1086,1139,760,50,922,1016,793,547,33,857,61,606,360,37
384356,10,Durango,4084,2020,2064,228,260,509,258,243,2421,530,64,34,27,351,68,1810,1174,229,945,56,654,101,3181,9,3704,221,*,144,1057,267,4078,962,1665,3.86,0.9,263,1035,1042,878,87,912,921,957,787,54,960,127,862,358,14
384496,10,Durango,34955,17440,17515,1915,2032,4131,2006,1879,21610,4387,3327,1761,913,2514,736,11374,15002,5096,9906,370,9143,10876,11157,194,32071,1669,3,1117,9339,2454,34955,8454,12922,3.74,0.97,2703,9231,8988,7758,1543,8828,8900,8669,7468,3071,8734,2189,8116,2227,385
385310,10,Durango,688697,353285,335412,31927,37947,75830,35765,36136,454946,75853,53906,27013,15557,38618,7080,204076,327143,140996,186147,8340,173476,302609,98551,7195,573001,59370,752,52716,186768,67773,683730,232395,224232,3.66,0.85,38612,185488,184775,162364,67250,182200,183670,176214,149114,45496,179186,85610,173659,107117,43799
397070,10,Durango,10038,5057,4981,599,603,1219,603,574,5883,1528,2338,1249,202,888,445,4279,3239,760,2479,59,2467,1880,5354,14,8067,919,3,1016,2630,725,10022,2614,4021,3.81,1,862,2607,2473,1876,178,2310,2358,2402,2039,759,2426,267,1862,320,36
397179,10,Durango,372750,188213,184537,19749,21943,40477,19732,19614,244327,39908,70370,35164,9176,18303,4458,117760,166814,67032,99782,4931,78399,236568,25820,2451,290856,44916,267,35743,102717,31999,370412,107187,123433,3.61,0.91,24252,102306,102195,66271,22775,100633,101423,98266,84591,28862,99484,36671,94170,50284,16195
402887,10,Durango,36695,18635,18060,1672,1985,4040,1962,1937,23673,4854,2109,967,609,1946,751,12989,15517,5527,9990,355,15139,8236,10063,347,33467,2050,12,1077,10079,2674,36331,8548,13775,3.6,0.84,2510,10003,9988,9052,3273,9702,9772,9475,8515,4213,9489,3054,8844,4050,971
404245,10,Durango,9869,4716,5153,637,636,1104,530,448,6003,1341,2142,1011,222,717,603,3560,3683,840,2843,193,2895,2350,4250,20,8755,522,0,570,2880,578,9828,1777,4361,3.41,1.02,1049,2683,2769,2342,149,1893,2363,1897,1505,92,2250,409,1881,420,80
404623,10,Durango,3843,1907,1936,171,197,390,211,173,2258,784,668,335,65,266,101,1972,1032,234,798,65,549,245,2460,11,3520,191,0,120,1185,309,3835,812,1957,3.24,0.77,290,1168,1163,1035,90,1125,1133,1117,981,158,1101,226,983,249,35
404707,10,Durango,4748,2374,2374,226,288,481,233,207,2718,1030,490,236,69,342,119,1852,1881,500,1381,12,837,357,3272,18,4384,167,7,175,1440,419,4728,1283,2822,3.28,0.77,421,1422,1416,1231,111,1338,1332,1370,1238,98,1334,198,1199,149,20
404866,10,Durango,163313,82457,80856,8218,9147,17891,8722,8989,107289,17792,25517,13179,3550,7559,2515,51902,73708,28670,45038,1926,40885,82600,21749,790,129194,20198,64,13316,44713,14011,163177,47532,54303,3.65,0.94,11428,44461,44319,29048,7846,43365,43357,42628,36962,14558,42753,15291,40502,20470,6659
408218,10,Durango,26932,13462,13470,1788,1930,3380,1610,1564,16108,2955,3856,1957,794,1541,859,9348,10130,3224,6906,273,7165,12924,5819,52,23068,2225,5,1554,6935,1930,26930,6963,9307,3.88,1.04,2166,6869,6644,5443,1761,6052,6412,6500,5612,1684,6544,1312,5917,1819,225
409119,10,Durango,48583,24725,23858,4236,4561,8563,4030,3448,25085,2964,1560,809,169,1406,6179,23827,5893,1616,4277,1238,11349,695,32252,57,43998,954,354,2912,9316,2390,47215,10623,12726,5.07,1.82,4417,5324,4635,3069,637,2369,2556,1747,995,457,2128,422,2753,242,44
409244,10,Durango,12894,6369,6525,672,729,1583,726,665,7607,2118,1121,569,351,679,333,4900,4745,1368,3377,206,2770,1932,6857,48,11587,727,0,572,3521,896,12886,2966,5233,3.66,0.93,1075,3483,3469,1873,112,3376,3336,3305,2965,988,3319,630,2968,602,64
409688,10,Durango,19060,9552,9508,1024,1055,2210,1048,1039,11642,2803,920,481,215,1280,426,6681,7850,2612,5238,183,5722,4089,6776,288,17132,1096,14,811,5296,1448,19048,4590,7638,3.6,0.87,1497,5243,5242,4518,420,4922,5033,4865,3958,2287,4987,1177,4473,1230,234
409949,10,Durango,8003,3911,4092,326,437,756,411,379,4801,1686,3177,1579,237,524,308,3329,3085,825,2260,54,1148,704,4863,43,6869,591,8,512,2646,685,8003,1852,4099,3.02,0.72,698,2556,2540,2335,311,2401,2486,2396,2047,289,2350,562,2139,566,92
410413,10,Durango,10384,5201,5183,497,560,1019,515,474,6302,1924,1390,710,220,752,219,3562,4670,1610,3060,48,1977,980,5626,77,9341,551,7,453,3258,925,10384,2589,6229,3.19,0.73,879,3219,3207,3000,399,3174,3163,3114,2687,131,3027,979,2840,1020,177
411179,10,Durango,4924,2332,2592,348,327,652,316,285,2928,483,214,105,26,470,221,2087,1438,181,1257,64,1068,238,3321,58,4628,228,0,63,1153,236,4924,951,1749,4.27,1.22,437,1095,1116,799,54,896,919,569,442,12,882,65,612,167,*
411277,10,Durango,12656,6353,6303,598,671,1302,666,641,7898,2023,492,269,146,951,268,4640,5098,1611,3487,210,4612,1732,5307,61,11379,791,8,435,3621,945,12644,2927,5315,3.49,0.86,1056,3585,3578,3308,186,3437,3454,3405,3042,969,3431,776,3015,821,127
411564,10,Durango,11118,5506,5612,587,640,1380,627,594,6679,1647,551,296,197,866,313,4169,4131,1264,2867,152,2351,792,6446,10,10205,518,*,373,3026,780,11110,2578,4304,3.67,0.93,990,2989,2957,2571,298,2857,2882,2803,2211,679,2823,548,2557,467,76
411985,10,Durango,25623,13004,12619,1302,1396,2812,1468,1372,16071,3593,1353,734,567,2094,619,8982,10691,3827,6864,344,7588,2527,11839,21,23968,950,3,670,6855,1950,25605,6804,9498,3.74,0.88,1727,6819,6797,6167,914,6430,6528,6343,5315,3848,6573,1764,5727,1737,225
412319,10,Durango,51269,25887,25382,3507,3523,7264,3484,3202,30766,4018,1802,879,818,2684,1706,17072,19430,6376,13054,393,15352,17599,14767,142,44047,4270,10,2901,12062,3573,51024,14014,16103,4.23,1.22,4154,11006,11645,7903,1851,8178,9157,7739,6241,931,9292,2298,9205,2313,561
413643,10,Durango,12818,6314,6504,698,801,1526,752,662,7557,1991,647,319,247,1090,281,4956,4702,1341,3361,86,3376,2504,5376,45,11287,886,3,623,3471,822,12814,2544,5190,3.69,0.91,1023,3439,3437,2435,172,3258,3296,3300,2773,755,3231,751,2879,695,82
414009,10,Durango,2837,1308,1529,120,133,237,138,119,1633,738,551,270,73,249,110,1361,954,155,799,10,316,53,2179,7,2523,162,0,133,977,205,2837,512,1747,2.9,0.68,234,948,953,900,108,930,925,854,722,22,824,146,687,185,*
414168,10,Durango,17333,8462,8871,1038,1218,2236,1136,999,10545,1698,972,490,237,733,467,6012,6473,1824,4649,228,4497,4408,6212,1982,15281,936,3,1029,4522,1062,17215,3648,6742,3.81,1.14,1409,4218,4476,2842,214,3141,3589,2896,2341,179,3662,501,2874,801,36
414408,10,Durango,5251,2630,2621,273,290,601,300,310,3098,859,1074,565,93,367,242,2072,1955,502,1453,40,1303,619,2423,24,4543,409,0,281,1473,327,5251,978,2540,3.56,0.9,619,1446,1125,968,617,1106,1225,1287,1179,381,1310,135,972,118,11
414540,10,Durango,12013,6092,5921,676,712,1493,647,538,7090,1874,331,160,63,750,225,4282,4596,1411,3185,202,2037,2232,6369,107,11306,505,0,187,3124,826,12012,2909,4863,3.85,0.95,894,3104,3099,2857,148,2967,2992,2985,2474,371,2969,523,2742,432,53
414794,10,Durango,2103,1037,1066,128,122,240,105,116,1234,351,108,62,37,113,69,835,745,214,531,22,363,61,1520,6,1872,150,0,77,590,162,2103,548,1039,3.56,0.85,128,583,586,453,55,572,574,561,524,165,565,114,526,181,3
414973,10,Durango,1633,782,851,83,88,168,66,90,993,312,97,48,30,154,40,674,610,137,473,6,392,125,1048,*,1544,51,0,34,491,94,1625,269,840,3.31,0.82,121,481,482,425,52,471,472,455,420,95,442,76,265,33,*
415054,10,Durango,6727,3373,3354,380,421,775,375,326,3920,1153,2196,1127,191,498,195,2723,2317,680,1637,93,1390,454,4454,5,6294,274,*,153,1886,496,6727,1584,2812,3.57,0.91,640,1873,1876,1518,67,1786,1802,1782,1534,670,1767,308,1594,454,28
415488,10,Durango,49207,24260,24947,2705,2967,5723,2679,2530,30918,5912,3841,1700,1108,3063,1180,15182,21569,7496,14073,326,13668,10467,18989,1373,42831,3775,22,2530,13559,4328,48273,14526,19868,3.56,0.86,3736,12992,13328,11797,860,12493,12820,12221,10040,1964,12500,3723,11837,4480,893
416774,10,Durango,6917,3524,3393,392,406,845,399,352,4089,1011,469,254,82,553,263,2793,2359,800,1559,112,2256,476,3578,23,6547,215,*,149,1859,534,6917,1717,2681,3.72,0.91,580,1800,1776,1581,145,1579,1598,1592,1293,731,1621,354,1459,257,35
417052,10,Durango,26300,12794,13506,1907,1947,3582,1759,1600,15435,2294,12273,6114,684,1681,1325,7959,10740,2796,7944,112,5780,469,18690,28,17898,2992,*,5355,6103,1154,26179,4473,8761,4.29,1.32,1943,5332,5761,4375,393,4038,4315,3822,2644,100,4338,601,4436,1602,162
417216,10,Durango,11378,5629,5749,541,653,1267,587,558,6832,1958,611,295,150,1219,434,3720,5069,1797,3272,93,2656,1207,6789,177,8733,1342,0,1300,3471,996,11373,2872,6981,3.28,0.78,1047,3322,3313,3022,131,2719,2901,2742,2066,316,2955,590,2604,580,95
417567,10,Durango,21143,10606,10537,1163,1406,2437,1221,1176,12894,2834,2820,1457,527,1061,456,7585,8080,2829,5251,409,4739,11742,2894,29,16232,2639,8,2220,5686,1531,21143,5219,7555,3.72,0.9,1691,5630,5512,4082,927,4670,4999,5365,4701,2262,5426,1149,5007,811,122
418058,10,Durango,9320,4561,4759,635,655,1200,578,496,5601,909,2161,1062,123,576,377,3230,3418,894,2524,74,3986,1009,4111,10,7660,1137,0,484,2310,545,9220,1898,3018,3.99,1.13,640,2130,2286,1806,110,1916,2021,1753,1294,32,1818,264,1485,987,77
418202,10,Durango,23476,11996,11480,1356,1390,2625,1221,1230,14804,2954,2170,1177,472,1109,352,7426,10321,3949,6372,288,10502,6105,4984,43,21204,1480,7,763,6363,1927,23432,6475,8612,3.68,0.9,1613,6326,6331,5789,618,6155,6221,6000,5086,3628,6093,1829,5764,2286,520
418935,10,Durango,27981,14096,13885,1644,1829,3622,1772,1629,16658,3391,1084,592,430,1567,545,8596,11922,4275,7647,255,9424,5146,10949,833,19988,6815,*,1115,7429,1945,27958,6348,10627,3.76,0.79,1769,7370,7381,6795,958,6818,7041,7067,6212,2745,6131,1901,6766,2285,410
419533,11,Guanajuato,92040,47187,44853,5112,4856,10475,5027,4962,58660,11108,3269,1693,784,5376,5057,29130,41683,15006,26677,427,16749,13369,57648,360,86620,3514,17,1839,22275,5972,91946,22888,27505,4.13,1.17,6357,22134,21831,16100,5021,20513,20762,20257,15732,9159,20829,4679,18132,7220,999
420073,11,Guanajuato,108697,56489,52208,4793,5724,10519,5296,5439,68964,18338,9506,5085,1642,7385,5984,36172,50207,19707,30500,914,22418,22395,56566,970,100749,3497,83,4242,30171,10701,108269,35544,45739,3.59,0.93,8648,29962,29756,26328,8237,29378,29503,28148,24443,8236,28618,7600,25177,11292,2337
421856,11,Guanajuato,174615,91538,83077,9781,9710,18589,9588,9586,112782,20204,10724,5483,2483,5717,9670,48064,86918,37382,49536,1006,61938,25724,76638,3629,157627,5060,299,11362,44543,15887,173859,57079,61035,3.9,1.04,13004,44020,42800,36644,8306,40142,40808,40867,31961,6897,41363,14754,38093,20862,6508
423630,11,Guanajuato,63392,32842,30550,3268,3581,7101,3553,3498,40836,7224,10899,5456,881,3693,3681,19406,29339,11612,17727,525,13347,13353,33968,399,59123,1834,14,2360,16165,5413,63376,19874,22999,3.92,1.09,4835,16047,15951,13693,1135,15467,15546,15093,11730,2527,15247,3917,13674,6198,920
424481,11,Guanajuato,117883,60630,57253,5500,6365,12575,6357,5918,75067,9749,33898,16948,15670,4892,4317,33017,53660,21632,32028,1106,25494,50748,30841,1403,98897,5653,65,7610,31264,9993,117842,35360,40881,3.77,1.09,8387,29663,29470,21108,4454,29022,29160,27534,22143,11838,28116,9303,26791,14691,3684
425965,11,Guanajuato,5296,2713,2583,263,306,591,334,309,3078,907,1184,631,172,597,501,2215,1852,541,1311,51,798,77,4150,13,4897,50,8,266,1558,473,5287,1379,2232,3.39,1.06,652,1501,906,1243,433,1094,1226,970,650,37,1168,199,881,529,23
425996,11,Guanajuato,521169,268124,253045,22612,28351,51150,26075,26831,352485,60124,57246,28718,9777,20807,13175,154424,258044,110214,147830,4598,126329,238142,114072,9841,458610,26928,495,33450,143420,49539,519772,168837,180622,3.62,0.94,34857,142593,141408,112474,60228,141923,141891,135959,119273,58399,136683,62851,128759,84102,29532
433438,11,Guanajuato,41240,21463,19777,2304,2343,4916,2251,2162,25244,5644,2740,1406,524,2740,2585,12594,18737,6991,11746,196,6870,6023,27076,182,38259,1687,22,1252,11183,3367,41222,10981,15891,3.69,1.03,3666,11054,10961,9325,1144,10405,10432,10181,9085,4913,10386,2609,9292,3676,636
433912,11,Guanajuato,82216,43483,38733,4950,4741,9497,4684,4782,52530,8351,2681,1386,517,3514,4740,25789,36412,14684,21728,641,17324,15465,44551,323,78057,2197,18,1898,19536,7831,82195,31589,24694,4.21,1.2,6000,19212,17521,13259,5865,16735,17033,16350,12261,9432,17836,4023,15490,7073,1158
434677,11,Guanajuato,11083,5813,5270,549,621,1304,629,635,6869,1531,2417,1268,379,694,614,3582,4807,1910,2897,169,1818,416,8320,133,10658,132,4,286,3133,1050,11063,3088,5070,3.53,0.95,997,3099,3092,2946,239,2982,2921,2867,2067,548,2848,504,2698,757,70
434835,11,Guanajuato,97928,50393,47535,4800,4742,9831,5068,5115,65265,11900,4499,2239,954,4300,3695,30649,46644,18657,27987,964,19936,41432,30300,697,86808,5745,54,5212,25373,8218,97853,29799,31346,3.86,1.03,6793,25207,25068,19012,7037,24633,24653,23640,21142,13983,24004,8262,21654,11691,3045
435902,11,Guanajuato,30857,15990,14867,1657,1645,3523,1658,1680,19326,4165,1809,910,447,2080,1862,10574,13183,4769,8414,196,6822,3178,19226,92,28402,1607,17,809,8160,2852,30741,9986,11338,3.77,1.06,2631,8099,8089,5757,658,7864,7866,7553,6052,4150,7607,1756,6901,2647,421
436297,11,Guanajuato,27390,14257,13133,1759,1637,3370,1627,1695,17196,2606,2422,1248,412,1092,1760,8880,11392,4174,7218,240,4634,3465,18191,42,26573,401,*,403,6761,2361,27364,8786,8464,4.05,1.17,2282,6693,6707,6141,980,6403,6412,5675,4555,3551,6198,1228,5542,1963,295
436494,11,Guanajuato,163038,86327,76711,9746,10868,19875,9766,9722,101578,15765,8757,4239,2601,8844,9072,45342,75382,31590,43792,835,38953,25129,89807,1256,155149,3521,38,4012,38964,13889,161787,53193,50340,4.15,1.09,11110,38295,37688,30612,2902,35100,35514,34478,29591,14730,35503,10043,33641,17460,3430
438064,11,Guanajuato,194500,100462,94038,9462,10214,19242,9719,9488,132066,20789,11816,6115,2676,7940,4821,59323,93436,40021,53415,2317,27808,66668,59389,5880,176707,6243,186,10818,51675,18768,193690,65105,63114,3.75,0.91,12292,51321,49641,46778,6064,49893,50011,48561,42650,5158,48522,25168,46529,31336,11362
441344,11,Guanajuato,21128,11137,9991,1093,1162,2318,1137,1144,13156,3005,819,477,213,1347,1034,7698,8660,3023,5637,115,2239,973,17015,48,19687,925,0,508,5372,1361,21128,4512,7390,3.93,1.09,1447,5347,5338,4458,1146,5163,5166,4785,4027,2277,5029,1201,4253,1816,171
441510,11,Guanajuato,592953,302183,290770,29487,32784,61178,29898,30366,396057,64480,54795,25529,13189,21385,17330,177369,280623,115569,165054,4975,112281,283558,142271,7621,528279,33922,702,29439,151888,47141,585681,170236,179354,3.86,0.98,36630,151480,149628,120510,75719,149064,149478,143494,126016,52249,144407,59585,133506,77448,27840
448000,11,Guanajuato,38782,19935,18847,1954,1983,4101,2079,1998,24953,5217,1684,862,417,2541,1996,13282,17018,6303,10715,377,5642,9468,20938,343,34051,2399,7,2294,9994,3261,38768,11860,13077,3.88,1.1,2950,9944,9917,7552,554,9798,9857,9122,8151,6597,9519,2314,8192,2758,427
448613,11,Guanajuato,49517,25903,23614,2775,2803,5569,2716,2553,30402,7103,4517,2323,741,3344,4419,16377,21267,7447,13820,532,7554,2264,37864,71,48005,536,5,907,13760,5454,49452,18443,21773,3.59,1.05,4948,13585,13345,11953,2314,12365,12396,12451,9253,1319,12683,1542,11007,2495,202
448918,11,Guanajuato,1721215,874542,846673,85112,92928,179452,90247,92240,1160943,165649,172613,87305,36276,75129,42086,454794,883463,371854,511609,17460,381804,923024,306572,42674,1554840,68766,2260,87708,440662,138876,1716812,511812,511648,3.9,1,93594,437847,423047,367568,145913,435888,435016,413152,374781,135100,421943,193669,404901,262811,104200
468609,11,Guanajuato,47261,24559,22702,1589,1955,3988,2185,2235,31757,8019,3150,1594,294,2037,2025,14100,25071,11386,13685,436,10642,6675,26295,864,42891,1925,39,2376,14271,5065,47212,15647,19856,3.31,0.87,4015,14235,14192,13645,4803,14097,14168,13857,12107,4684,13816,5318,12048,7164,1773
469454,11,Guanajuato,26383,12881,13502,1638,1534,3029,1438,1594,16713,2789,3703,1309,296,1545,1504,8317,11660,3469,8191,130,5575,1735,18338,52,24817,898,28,587,6134,2070,24749,7688,8897,4.03,1.04,1915,6026,5870,5101,1016,5683,5713,5169,4725,3567,5705,945,5190,1084,151
469649,11,Guanajuato,154960,80543,74417,8232,8320,16913,8253,8155,97767,21087,20888,11036,1970,10826,9244,51949,67829,24933,42896,1230,29291,30274,86087,780,142134,7480,36,5170,39604,12416,154569,44009,52573,3.9,1.07,11468,39274,38531,30062,7255,36041,36242,35712,28317,10055,36649,8443,31215,10993,1947
470666,11,Guanajuato,12403,6482,5921,625,648,1352,645,632,7814,1742,358,177,63,650,770,4449,5057,1741,3316,128,2157,1759,7587,345,11934,284,*,154,3281,929,12390,3048,4511,3.78,1.02,833,3264,3259,2855,588,3140,3192,3056,2714,1767,3059,686,2661,1086,228
470765,11,Guanajuato,83842,42508,41334,4692,5061,10162,4846,4884,54183,6832,8114,4219,1153,4256,2584,19954,43102,17761,25341,391,18721,24647,37421,1250,75946,4499,23,3002,19865,6195,83685,24669,23696,4.21,1.18,5373,19686,19481,15720,1790,19541,19550,18174,16822,11512,18667,4845,17545,6490,1490
471684,11,Guanajuato,65766,33513,32253,4050,3987,7706,3591,3607,41331,7132,2556,1298,650,2915,3515,21969,27530,8943,18587,359,8224,11220,42964,259,58945,3612,12,3152,16202,5133,65734,19661,20510,4.06,1.18,4840,16087,15893,11992,2547,15235,15298,14175,12741,9300,14908,2932,12554,4642,672
472092,11,Guanajuato,273417,141139,132278,12121,13376,26092,13451,13655,183866,35783,21053,10730,3522,13361,10664,95800,122178,48338,73840,3241,45024,109398,79999,2389,242323,15928,223,14662,74971,24881,272951,84512,93638,3.64,0.9,17902,74737,73889,63026,18390,73461,73640,71586,65559,36384,71801,28668,66046,42967,13176
475577,11,Guanajuato,94126,48679,45447,3850,4503,9325,4543,4543,60146,15847,4206,2125,763,5647,5450,32780,42457,16106,26351,752,13141,16995,57019,1071,88554,2976,24,2423,25786,8493,94015,28429,38171,3.65,0.99,7794,25607,25433,21483,3996,24818,24915,23958,21178,9021,24491,6825,20853,9792,1679
477154,11,Guanajuato,41054,21809,19245,2469,2436,4827,2460,2563,25668,4406,1843,981,466,2054,2983,14183,16798,6068,10730,232,6755,3304,29946,66,39861,447,16,691,10165,3587,41044,13132,13180,4.04,1.1,3481,10035,9842,8160,1626,8444,8603,8509,7463,4881,9407,1464,8541,2531,314
477361,11,Guanajuato,119793,61706,58087,7916,7545,15317,7117,7216,73204,11952,14144,7101,1404,6069,7117,36880,51075,18015,33060,698,21092,22671,71878,336,115145,2241,9,2236,27991,9266,119582,36627,36661,4.27,1.15,8744,27526,25856,18311,2441,24537,24531,24124,18977,15558,25916,4736,22900,6600,1157
478395,11,Guanajuato,130871,66889,63982,7604,7407,14847,7114,7213,84845,13055,10006,5088,1770,7075,4626,31745,68131,28430,39701,693,32085,37526,54221,1944,120332,5771,94,4366,32211,9844,130585,37866,38921,4.05,1.1,8057,32015,31711,25243,5310,31213,31327,29176,27534,18098,30406,10019,27767,13901,4023
479564,11,Guanajuato,89558,46139,43419,4919,5615,10857,5397,5262,57664,7449,20349,9957,4139,3062,3621,25625,41817,16836,24981,544,17573,32823,34264,1612,83821,2150,54,3401,22741,6865,89506,24499,28189,3.94,1.09,6342,22612,22554,20128,2877,21949,21983,20608,17368,9786,21236,7267,20654,9346,2448
